title,runtime,release_year
The Pillow Book,126.0,1996
Just the Ticket,115.0,1999
A Show of Force,95.0,1990
Hoffman,113.0,1970
Agora,127.0,2009
The Carter,75.0,2009
Pu-239,97.0,2006
The Big Green,100.0,1995
Death Hunt,97.0,1981
3:15,86.0,1985
Sex and the Teenage Mind,90.0,2002
Phantom of the Megaplex,89.0,2000
Investigation of a Citizen Above Suspicion,115.0,1970
Hercules,98.0,1983
Deliver Us from Eva,105.0,2003
Trailer Park Boys: Say Goodnight to the Bad Guys,60.0,2008
Big Pun: The Legacy,95.0,2009
Triangle,99.0,2009
The Climb,99.0,2002
Skills Like This,86.0,2007
The Anniversary Party,115.0,2001
Back to the Beach,92.0,1987
Strapped,104.0,1993
The Legend of the 7 Golden Vampires,85.0,1974
Beach Blanket Bingo,98.0,1965
Beach Party,101.0,1963
The Last Shot,90.0,2004
Torremolinos 73,87.0,2003
Tipping the Velvet,178.0,2002
Impy's Island,87.0,2006
Turn Left at the End of the World,110.0,2004
Seven Men from Now,78.0,1956
The Black Cat,92.0,1981
Black Belly of the Tarantula,98.0,1971
Arthur and the Revenge of Maltazard,93.0,2009
Before The Rains,98.0,2007
The War Game,48.0,1965
The Bed-Sitting Room,91.0,1969
School for Seduction,104.0,2004
Punishment Park,88.0,1971
Where the Red Fern Grows,97.0,1974
Pumpkinhead,86.0,1988
Blackboard Jungle,101.0,1955
Martin,95.0,1978
Old Joy,73.0,2006
Bob & Carol & Ted & Alice,101.0,1969
Sexy Killer: You'll Die for Her,90.0,2008
A Soldier's Story,101.0,1984
Brewster McCloud,105.0,1970
Christmas Holiday,93.0,1944
The Little Princess,93.0,1939
The Fallen Sparrow,94.0,1943
Billy Liar,93.0,1963
"Nestor, the Long-Eared Christmas Donkey",30.0,1977
Jack Frost,48.0,1979
Frosty's Winter Wonderland,25.0,1976
Bugs Bunny's Looney Christmas Tales,22.0,1979
The Tesseract,93.0,2003
'Twas the Night Before Christmas,25.0,1974
Little Lips,86.0,1978
Class of Nuke 'Em High,85.0,1986
Club Paradise,96.0,1986
Dara O Briain Talks Funny: Live in London,96.0,2008
Combat Shock,92.0,1986
Continental Divide,103.0,1981
Enchanted April,89.0,1991
Crumb,119.0,1994
Father and Guns,107.0,2009
The War Within,93.0,2005
The 7 Grandmasters,84.0,1977
Downtown '81,72.0,1981
Dr. Goldfoot and the Bikini Machine,88.0,1965
Dudes,90.0,1987
The Falcon and the Snowman,132.0,1985
The Heart is Deceitful Above All Things,98.0,2004
4 Little Girls,102.0,1997
Dr. Who and the Daleks,82.0,1965
The Keeper,94.0,2009
North,78.0,2009
Dread,108.0,2009
Summer's Blood,91.0,2009
Rio Lobo,114.0,1970
The Secret,90.0,2006
Johnny Guitar,110.0,1954
Cats,120.0,1998
Duel of Hearts,0.0,1992
Between Two Worlds,112.0,1944
Summer Catch,108.0,2001
Vice Versa,98.0,1988
Performance,101.0,1970
Insomnia,96.0,1997
Treasure Island,131.0,1990
La Chienne,91.0,1931
Challenge of the Masters,95.0,1976
Five Easy Pieces,98.0,1970
Clay Pigeons,104.0,1998
Robin Williams: Weapons of Self Destruction,90.0,2009
Always Outnumbered,104.0,1998
Generation X,87.0,1996
Glory Daze,100.0,1995
Shank,94.0,2009
In the Blood,82.0,2006
Brother Orchid,88.0,1940
Twentynine Palms,114.0,2003
Red Desert,120.0,1964
Britannia Hospital,116.0,1982
The Dark Side of the Sun,101.0,1988
The Magic Sword,80.0,1962
Photographing Fairies,106.0,1997
The Night Porter,118.0,1974
Tobruk,99.0,2008
Play Dirty,118.0,1969
Conflict,86.0,1945
Like Mike 2: Streetball,96.0,2006
Ghost Machine,100.0,2009
Nobody Lives Forever,100.0,1946
Abbott and Costello Meet the Mummy,79.0,1955
The Man I Love,96.0,1947
Aberdeen,113.0,2000
Calcutta,83.0,1947
Noises Off...,101.0,1992
Neon Maniacs,91.0,1986
The Video Dead,90.0,1987
Spookies,85.0,1986
Shock Waves,85.0,1977
Roadracers,95.0,1994
How to Murder Your Wife,118.0,1965
California Suite,103.0,1978
The Unseeable,100.0,2006
Sorority Row,101.0,2009
Retroactive,91.0,1997
The Boston Strangler,116.0,1968
Neuilly Yo Mama!,90.0,2009
Ju-on: White Ghost,61.0,2009
Big River Man,100.0,2009
The Doorway to Hell,78.0,1930
Nocturna,80.0,2007
Humoresque,125.0,1946
Devil Dog: The Hound of Hell,95.0,1978
Dracula's Dog,90.0,1978
My Baby's Daddy,86.0,2004
The Enforcer,87.0,1951
Two Seconds,67.0,1932
Bitch Slap,109.0,2009
G-Men,85.0,1935
House of Games,102.0,1987
Nine Miles Down,86.0,2009
Imagine: John Lennon,100.0,1988
Nomads,93.0,1986
Garfield's Fun Fest,79.0,2008
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,70.0,1982
Wizards of Waverly Place: The Movie,94.0,2009
Rage,98.0,2009
Thumbtanic,26.0,2000
Force of Evil,78.0,1948
Lone Star,135.0,1996
Fall of the Republic: The Presidency of Barack H. Obama,144.0,2009
Silent Wedding,87.0,2009
Brother's Keeper,104.0,1992
Man with the Gun,83.0,1955
Pursued,101.0,1947
The Outfit,103.0,1973
Burma VJ: Reporting from a Closed Country,84.0,2008
Mr. Warmth: The Don Rickles Project,89.0,2007
Slasher,85.0,2004
Baby Love,93.0,1968
Cocaine Cowboys II: Hustlin' with the Godmother,97.0,2008
That Sinking Feeling,93.0,1980
The Blood on Satan's Claw,93.0,1971
The Halliday Brand,79.0,1957
Running Turtle,117.0,2009
Shadows of Forgotten Ancestors,97.0,1965
Gulliver's Travels,186.0,1996
No Mercy,106.0,1986
Brigham City,119.0,2001
The Storm Gate,208.0,2006
Telstar: The Joe Meek Story,119.0,2009
Denis Leary: No Cure for Cancer,62.0,1993
Switching Channels,105.0,1988
Sealed Lips,62.0,1942
Breaking Glass,104.0,1980
Night Editor,68.0,1946
Dragon Hill,80.0,2002
Beau Brummell: This Charming Man,78.0,2006
Prep & Landing,22.0,2009
A Common Thread,89.0,2004
Dr. Terror's House of Horrors,98.0,1965
Himalaya,108.0,1999
Love Happy,85.0,1949
Rocket Singh: Salesman of the Year,156.0,2009
Sex and the Single Girl,110.0,1964
My One and Only,108.0,2009
Watercolors,114.0,2008
Flamenco,100.0,1995
Tell Them Who You Are,95.0,2004
Wrong Side Up,100.0,2005
Who's That Girl,92.0,1987
The Houston Story,79.0,1956
Gonin,109.0,1995
That'll Be The Day,87.0,1973
High Wall,99.0,1947
Don't Even Think,82.0,2003
The Message,177.0,1977
Lion of the Desert,173.0,1981
Tarzan the Ape Man,100.0,1932
Santa Baby,89.0,2006
The Missing Juror,66.0,1944
Under Suspicion,99.0,1991
The Atomic Cafe,86.0,1982
The Tingler,82.0,1959
White Zombie,67.0,1932
The Ministers,90.0,2009
The Fish Child,96.0,2009
X: The Unknown,81.0,1956
Swords of Blood,104.0,1962
The Untold Story of Emmett Louis Till,70.0,2005
To The Stars By Hard Ways,148.0,1980
Naked Killer,100.0,1992
How to Stuff a Wild Bikini,93.0,1965
Children of Nature,82.0,1991
The Incredible Hulk Returns,100.0,1988
Bugcrush,36.0,2006
The Trial of the Incredible Hulk,100.0,1989
Platinum Blonde,90.0,1931
Bright Future,92.0,2003
Soul Power,93.0,2008
The Brother from Another Planet,108.0,1984
I Shot Andy Warhol,103.0,1996
The Castle,123.0,1997
The Lower Depths,137.0,1957
Hush!,135.0,2001
The Mudge Boy,94.0,2003
The Bandit,121.0,1996
Anbe Sivam,160.0,2003
Secret Smile,180.0,2005
Quatermass and the Pit,97.0,1967
Troll 2,95.0,1990
Mercy Streets,106.0,2000
Assassin's Creed: Lineage,36.0,2009
The Mystery of the Marie Celeste,80.0,1935
The Man They Could Not Hang,64.0,1939
Buck and the Preacher,102.0,1972
The Island of Dr. Moreau,99.0,1977
Wild Reeds,115.0,1994
Christmas in August,97.0,1998
Boiling Point,96.0,1990
The Quick and the Dead,90.0,1987
A Night in Casablanca,85.0,1946
Afterglow,119.0,1997
Amy's Orgasm,87.0,2001
Cardcaptor Sakura: The Movie,81.0,1999
Attack of the Crab Monsters,62.0,1957
Gamera vs. Guiron,82.0,1969
Loophole,80.0,1954
In Love and War,113.0,1996
Puppet Master,85.0,1989
Puppet Master II,88.0,1990
Oasis,132.0,2002
Puppet Master III Toulon's Revenge,86.0,1991
Puppet Master 4,79.0,1993
Puppet Master 5: The Final Chapter,82.0,1994
Curse of the Puppet Master,90.0,1998
Retro Puppet Master,80.0,1999
Puppet Master: The Legacy,72.0,2003
Puppet Master vs Demonic Toys,88.0,2004
The Secret of Kells,75.0,2009
Family Viewing,86.0,1987
8 Dates,95.0,2008
Mediterranean Food,100.0,2009
Pretty Baby,110.0,1978
Pulgasari,95.0,1985
Wit,99.0,2001
Spacehunter: Adventures in the Forbidden Zone,90.0,1983
Odds Against Tomorrow,96.0,1959
The 12 Dogs of Christmas,102.0,2005
Christmas Do-Over,90.0,2006
The Perfect Holiday,96.0,2007
The Black Room,70.0,1935
Ca$h,108.0,2010
Overnight,82.0,2003
Beneath Loch Ness,96.0,2002
Black Scorpion,92.0,1995
Bone,95.0,1972
"Ladies and Gentlemen, the Fabulous Stains",87.0,1982
For Me and My Gal,104.0,1942
Australian Rules,95.0,2002
Celine and Julie Go Boating,193.0,1974
The Sorcerer's Apprentice,109.0,2010
Saint John of Las Vegas,84.0,2009
The Nun's Story,149.0,1959
The Earrings of Madame de...,105.0,1953
Samurai Rebellion,128.0,1967
The Strange Love of Martha Ivers,116.0,1946
Desert Fury,96.0,1947
I Walk Alone,97.0,1948
Too Late for Tears,99.0,1949
Meshes of the Afternoon,14.0,1943
The ChubbChubbs!,5.0,2002
The Crimson Kimono,82.0,1959
The Irony of Fate. The Sequel,125.0,2007
For a Lost Soldier,92.0,1992
Le Jour se Lève,93.0,1939
Diplomatic Siege,90.0,1999
Divine Madness,95.0,1980
Two Men in Manhattan,84.0,1959
Lan Yu,86.0,2001
Mishima: A Life in Four Chapters,121.0,1985
The Voyeur,90.0,1994
The Life of Jesus,96.0,1997
The Raspberry Reich,90.0,2004
Chopper Chicks in Zombietown,86.0,1989
On the Silver Globe,166.0,1988
Oklahoma!,180.0,1999
Epoch: Evolution,94.0,2003
High Roller: The Stu Ungar Story,120.0,2003
Invasion of the Bee Girls,85.0,1973
The Land That Time Forgot,90.0,1975
The Last American Virgin,92.0,1982
Zero Day,92.0,2003
Harry And Max,74.0,2004
Burnt Money,125.0,2000
Close to Leo,90.0,2002
Lenny,111.0,1974
Cold Showers,102.0,2005
All Things Fair,130.0,1995
Come Undone,100.0,2000
Full Moon in Paris,100.0,1984
My Life in Pink,88.0,1997
Steam: The Turkish Bath,94.0,1997
Day of the Evil Gun,95.0,1968
Corridor of Mirrors,105.0,1948
The Phantom of Crestwood,76.0,1932
The Walking Dead,66.0,1936
Bluebeard,125.0,1972
Sherlock Holmes and the Voice of Terror,65.0,1942
The Hound of the Baskervilles,80.0,1939
Tsatsiki,91.0,1999
The Attic,88.0,2008
The Trench,98.0,1999
I Walked with a Zombie,69.0,1943
Boy Eats Girl,80.0,2005
Sybil,89.0,2007
Sybil,198.0,1976
Liberty Heights,127.0,1999
The Dark Eyes of London,76.0,1939
The Aviator's Wife,104.0,1981
Mr. Freedom,95.0,1969
Silent Rage,103.0,1982
"Gone, But Not Forgotten",90.0,2003
Happy End,99.0,1999
Gabriel Iglesias: I'm Not Fat... I'm Fluffy,60.0,2009
The Lonely Guy,90.0,1984
There Was a Crooked Man...,126.0,1970
"The Prize Winner of Defiance, Ohio",99.0,2005
It! The Terror from Beyond Space,69.0,1958
The Phantom,87.0,2000
Note by Note: The Making of Steinway L1037,81.0,2007
A Muppets Christmas: Letters to Santa,55.0,2008
The Greatest Show on Earth,152.0,1952
Stardust,107.0,1974
An Actor's Revenge,113.0,1963
Sherlock Holmes in New York,100.0,1976
Corvette Summer,105.0,1978
Pauly Shore Is Dead,82.0,2003
They Won't Believe Me,95.0,1947
God Is Great and I'm Not,100.0,2001
Inception,148.0,2010
Bloodsucking Pharaohs in Pittsburgh,89.0,1991
A Curtain Raiser,30.0,2006
"Feyzo, the Polite One",100.0,1978
A Bullet for Joey,85.0,1955
Amityville 3-D,105.0,1983
Rock Haven,78.0,2007
The Sea,109.0,2002
Where the Green Ants Dream,100.0,1984
Lost in America,91.0,1985
Lost in Yonkers,114.0,1993
S.O.B.,121.0,1981
Christmas Evil,100.0,1980
Conquest,88.0,1983
Kids Return,107.0,1996
Two-Lane Blacktop,102.0,1971
Dragons: A Fantasy Made Real,99.0,2004
The Dungeonmaster,73.0,1984
Electric Dragon 80.000 V,55.0,2001
From a Place of Darkness,84.0,2008
The Woman in Question,88.0,1952
Home Movie,77.0,2008
Long Time Dead,94.0,2002
Brave New World,87.0,1998
Orders to Kill,112.0,1958
The Tall Target,78.0,1951
Mother,104.0,1996
America 3000,84.0,1986
Eye of the Tiger,92.0,1986
The Flight of Dragons,96.0,1982
Frankenhooker,85.0,1990
G.O.R.A.,127.0,2004
Gemini,84.0,1999
The War Wagon,96.0,1967
Operation Dumbo Drop,107.0,1995
Sappho,86.0,2008
Beautiful Losers,90.0,2008
Prime Cut,88.0,1972
Crime Wave,80.0,1985
Mom and Dad Save the World,88.0,1992
The Gingerdead Man,70.0,2005
Grotesque,73.0,2009
Hair High,78.0,2004
Hideaway,103.0,1995
Cyber Wars,103.0,2004
How I Got Into College,86.0,1989
The Marine 2,95.0,2009
I Drink Your Blood,90.0,1970
Into the Mirror,113.0,2003
Patton Oswalt: My Weakness Is Strong,63.0,2009
Jack Frost,89.0,1997
Jack Frost 2: Revenge of the Mutant Killer Snowman,91.0,2000
Love Jones,104.0,1997
Joysticks,88.0,1983
Pulse,118.0,2001
Phantom of the Paradise,92.0,1974
The Last House on Dead End Street,78.0,1973
The Legend of Suriyothai,185.0,2001
Charley Varrick,111.0,1973
Tex,103.0,1982
Linda Linda Linda,114.0,2005
The Pretender 2001,96.0,2001
The Pretender: Island of the Haunted,91.0,2001
The Sign of Four: Sherlock Holmes' Greatest Case,75.0,1932
Malone,92.0,1987
Swamp Women,67.0,1956
Maniac,87.0,1980
The Great Northfield Minnesota Raid,91.0,1972
McBain,107.0,1991
Meatball Machine,90.0,2005
Braddock: Missing in Action III,101.0,1988
Shredderman Rules,96.0,2007
Fallen Art,6.0,2004
Monsturd,80.0,2003
Brand Upon the Brain! A Remembrance in 12 Chapters,95.0,2007
King's Ransom,95.0,2005
Black Moon,100.0,1975
Drowning by Numbers,118.0,1988
Paris Holiday,103.0,1958
Mrs. Miniver,134.0,1942
Paranormal Entity,88.0,2009
Crimes of the Future,70.0,1970
There Was a Father,94.0,1942
Lake Mungo,84.0,2008
Salesman,85.0,1969
Muscle Beach Party,94.0,1964
Heart of Glass,94.0,1976
The Apocalypse Code,110.0,2007
Megaforce,99.0,1982
Innocent Blood,112.0,1992
Gacy,88.0,2003
Sorority Babes in the Slimeball Bowl-O-Rama,80.0,1988
Polar Storm,92.0,2009
Count Dracula's Great Love,85.0,1973
Brannigan,111.0,1975
Crossing Delancey,97.0,1988
Forbidden,85.0,1953
My Big Fat Independent Movie,80.0,2005
Circus of Horrors,92.0,1960
Never Too Young to Die,92.0,1986
Night of the Devils,91.0,1972
Hollywood Chainsaw Hookers,75.0,1988
"Silent Night, Deadly Night",79.0,1984
The Roost,80.0,2005
Next of Kin,108.0,1989
Les Bonnes Femmes,100.0,1960
Graduation Day,96.0,1981
Blind Beast,86.0,1969
Bloody Reunion,93.0,2006
Shivers,87.0,1975
Touchez Pas au Grisbi,94.0,1954
The Cat o' Nine Tails,110.0,1971
Killer of Sheep,83.0,1978
The Bachelor and the Bobby-Soxer,95.0,1947
Slaughter Hotel,97.0,1971
Save Me,96.0,2007
Countdown,101.0,1968
Senseless,87.0,2008
Silver Lode,81.0,1954
Better Than Sex,84.0,2000
The Fearmakers,85.0,1958
Edge of Madness,99.0,2002
The Two Mrs. Carrolls,99.0,1947
Baby Face,71.0,1933
Chicago Joe and the Showgirl,103.0,1990
Harvard Man,99.0,2001
The Spiral Staircase,83.0,1946
Sketches of Frank Gehry,83.0,2006
Foolish,84.0,1999
Thunderbolt,85.0,1929
Peacetime,80.0,2009
Little Darlings,96.0,1980
Little Murders,110.0,1971
Nick Fury: Agent of S.H.I.E.L.D.,120.0,1998
Fat Man and Little Boy,127.0,1989
Slave Girls from Beyond Infinity,80.0,1987
O.C. and Stiggs,109.0,1985
Once Upon a Crime,94.0,1992
Skidoo,97.0,1968
The Odd Couple II,97.0,1998
The Slumber Party Massacre,77.0,1982
Nightmare Sisters,83.0,1988
Last Ride,101.0,2009
The Toolbox Murders,93.0,1978
Nightmare in Wax,98.0,1969
Jack O,88.0,1995
The Bat,86.0,1926
The Monster,86.0,1925
The Unknown,63.0,1927
The Unholy Three,72.0,1930
The Unholy Three,86.0,1925
West of Zanzibar,65.0,1928
"Laugh, Clown, Laugh",73.0,1928
The Penalty,90.0,1920
He Who Gets Slapped,95.0,1924
The Man Who Laughs,110.0,1928
The Boys in Company C,125.0,1978
Waxworks,83.0,1924
Salvatore Giuliano,123.0,1962
The Crossing Guard,111.0,1995
The Sound of Fury,85.0,1950
The Company She Keeps,82.0,1951
The Wasp Woman,73.0,1959
Slime City,85.0,1988
Beastmaster 2: Through the Portal of Time,107.0,1991
Nina Frisk,83.0,2007
The Barbarians,87.0,1987
The Panic in Needle Park,110.0,1971
Cry of the Hunted,80.0,1953
Trailer Park Boys: Countdown to Liquor Day,101.0,2009
Flamingo Road,94.0,1949
The Maid,115.0,2009
Panic in Year Zero!,93.0,1962
Extraordinary Measures,105.0,2010
The Bounty Hunter,110.0,2010
Salt,100.0,2010
The Expendables,103.0,2010
The American,104.0,2010
The Other Guys,107.0,2010
The Mechanic,93.0,2011
Greenberg,107.0,2010
High School,99.0,2010
Rabbit Hole,91.0,2010
The Runaways,106.0,2010
Forget Me Not,103.0,2009
Gotcha!,101.0,1985
The People That Time Forgot,90.0,1977
"Scotland, Pa.",104.0,2001
Charlie & Boots,101.0,2009
Stowaway,87.0,1936
"You're Out of Your Mind, Madicken",98.0,1979
Lotta Leaves Home,79.0,1993
Lotta on Rascal Street,74.0,1992
Citizen Toxie: The Toxic Avenger IV,109.0,2001
The 13 Roses,100.0,2007
Parents,81.0,1989
Personal Best,124.0,1982
The Horribly Slow Murderer with the Extremely Inefficient Weapon,10.0,2008
The Erotic Misadventures of the Invisible Man,99.0,2003
The Cheetah Girls: One World,90.0,2008
A Woman's Face,106.0,1941
Maine Pyar Kiya,192.0,1989
It Conquered the World,71.0,1956
Here Comes the Groom,113.0,1951
"Richard Pryor: I Ain't Dead Yet, #*%$#@!!",40.0,2003
Black Sunday,87.0,1960
Reign of Terror,89.0,1949
The Whip and the Body,87.0,1963
Horst Schlämmer - Isch kandidiere!,96.0,2009
Rio,77.0,1939
Queen of Blood,81.0,1966
Ride Lonesome,73.0,1959
200 Motels,98.0,1971
Night of the Demons,93.0,2009
Puppet Master: Axis of Evil,81.0,2010
An American Tail: The Mystery of the Night Monster,78.0,1999
Tales of Manhattan,118.0,1942
Cockfighter,83.0,1974
Deep Space,90.0,1988
Uninvited Guest,116.0,1999
Pop Skull,86.0,2007
Wolves of Wall Street,85.0,2002
Barbarians at the Gate,107.0,1993
D.C. Cab,100.0,1983
Wish Upon a Star,89.0,1996
The Last Time,96.0,2006
State Fair,96.0,1945
The Thirsting,90.0,2006
Kisaragi,0.0,2007
The Awful Dr. Orlof,90.0,1962
The Psychic,95.0,1977
The Night Child,90.0,1975
The Satan Bug,114.0,1965
Killjoy,72.0,2000
Killjoy 2: Deliverance from Evil,77.0,2002
Coonskin,100.0,1975
The Phantom Planet,82.0,1961
The Peacekeeper,98.0,1998
In Bar,95.0,2007
Psycho Beach Party,95.0,2000
Psychopathia Sexualis,102.0,2006
High Sierra,100.0,1941
Q,93.0,1982
The Revenge of the Living Dead Girls,82.0,1987
Wonderful World,89.0,2009
Russkies,99.0,1987
The Zombie Chronicles,71.0,2001
A Return to Salem's Lot,101.0,1987
Séance,118.0,2000
Serial Killing 101,89.0,2004
The Filth and the Fury,108.0,2000
15: The Movie,93.0,2003
The Little Engine That Could,30.0,1991
55 Days at Peking,154.0,1963
Slumber Party Massacre II,75.0,1987
Santa Claws,83.0,1996
Slumber Party Massacre III,87.0,1990
Some Folks Call It a Sling Blade,25.0,1994
Sometimes They Come Back,97.0,1991
Sometimes They Come Back... Again,98.0,1996
Sometimes They Come Back... for More,89.0,1998
The Racket,84.0,1928
Steel Dawn,97.0,1987
Strangeland,86.0,1998
The Neverending Story III: Escape from Fantasia,95.0,1994
Hana and Alice,135.0,2004
The Thing Called Love,116.0,1993
Stunt Rock,86.0,1978
Basket Case,91.0,1982
Brain Damage,86.0,1988
Basket Case 2,90.0,1990
Basket Case 3,90.0,1992
The Last Man,95.0,2000
Manufacturing Dissent,97.0,2007
The Corpse Grinders,72.0,1971
CQ,88.0,2001
Summer Camp Nightmare,89.0,1987
Mark of the Astro-Zombies,86.0,2002
They Might Be Giants,98.0,1971
Tokyo Zombie,103.0,2005
Trees Lounge,95.0,1996
Universal Soldier III: Unfinished Business,95.0,1999
Halloweentown,81.0,1998
For Whom the Bell Tolls,170.0,1943
Prick Up Your Ears,111.0,1987
PT 109,140.0,1963
Rated X,115.0,2000
Mimino,92.0,1977
Walking the Streets of Moscow,78.0,1963
The Lathe of Heaven,105.0,1980
The World According to Monsanto,108.0,2008
Kevin Hart: I'm a Grown Little Man,72.0,2009
Battletruck,91.0,1982
Yaji and Kita: The Midnight Pilgrims,124.0,2005
Zombie Island Massacre,95.0,1984
Macbeth,107.0,1948
The Story of Robin Hood and His Merrie Men,0.0,1952
Just One of the Girls,91.0,1993
Slaughter High,90.0,1986
Little Caesar,79.0,1931
Love Wrecked,87.0,2005
Syndromes and a Century,105.0,2006
Island of the Fishmen,93.0,1979
Call of the Wild,87.0,2009
Spirit of the Marathon,104.0,2008
Alien from the Deep,90.0,1989
Cuban Rafters,120.0,2002
Redneck Zombies,84.0,1989
Pool of London,85.0,1951
The Invisible Ray,80.0,1936
The Second Chance,103.0,2006
A Summer to Remember,80.0,1960
Don't Grieve!,90.0,1969
Hopelessly Lost,93.0,1973
Autumn Marathon,89.0,1979
Tears Were Falling,89.0,1982
Rude Boy,133.0,1980
Airport 1975,107.0,1974
12 Chairs,290.0,1976
Ordinary Miracle,137.0,1978
Micmacs,100.0,2009
That Munchhausen,142.0,1979
The House That Swift Built,138.0,1982
Formula of Love,90.0,1984
Lockjaw: Rise of the Kulev Serpent,0.0,2008
Убить дракона,123.0,1988
Rain Fall,111.0,2009
Hombre,111.0,1967
Alone,113.0,2008
Kabadayı,140.0,2007
The Breath,128.0,2009
Cruising,102.0,1980
I Saw the Sun,0.0,2009
King of the Underworld,67.0,1939
Mockingbird Don't Sing,98.0,2001
Turk 182!,102.0,1985
Werewolf of London,75.0,1935
Dark Victory,104.0,1939
Dead End,93.0,1937
Bullets or Ballots,82.0,1936
The Groove Tube,75.0,1974
The Woman on Pier 13,73.0,1949
"Yours, Mine and Ours",111.0,1968
Far from Home,86.0,1989
Far from Home: The Adventures of Yellow Dog,87.0,1995
The Story of Temple Drake,70.0,1933
Serious Moonlight,84.0,2009
The Little Giant,76.0,1933
Senior Trip,91.0,1995
Sgt. Kabukiman N.Y.P.D.,105.0,1991
She's Gotta Have It,84.0,1986
Dr. Dolittle: Tail to the Chief,85.0,2008
Shock Treatment,94.0,1981
The Murder Man,69.0,1935
The Killer Is Loose,73.0,1956
Somebody Up There Likes Me,113.0,1956
It's a Gift,68.0,1934
Kama Sutra - A Tale of Love,117.0,1996
I See a Dark Stranger,112.0,1946
